03,POS_CINEY,compiere,srveotest3,1521,xe
06,POS_BOUGE,compiere,srveotest1,1521,xe
15,POS_LIBRAMONT,compiere,srveotest2,1521,xe
151,POS_FORMATION,compiere,srvtest1,1521,xe
007,POS_WARROOM,compiere,srvtesterp,1521,xe
